Id,Referencia,Código Barra,Nombre,SKU,Descripción,Item Tipo,Es Combo,Precio 1,Precio 2,Precio 3,Precio 4,Precio 5,Margen 1,Margen 2,Margen 3,Margen 4,Margen 5,No Comisionable,Marca Id,Marca Nombre,Categoria Id,Categoria Nombre,SubCategoria Id,SubCategoria Nombre,Familia Id,Familia Nombre,RazonTransaccion Id,RazonTransaccion Nombre,Item Unidad Id,Item Unidad Descripcion,Costo Promedio Ponderado,Punto Reorden,Costo Ultimo De Compra,Cuenta Compra,Cuenta Venta,Cuenta Costo,Suplidor,Estatus,Tipo Ingreso,Código Arancelario,Impuestos de Importación,Días de Garantía,Tiempo de Entrega,Crear Usuario,Fecha Creación,Actualizar Usuario,Fecha Actualización,Atributo 1,Atributo 2,Atributo 3,Atributo 4,Atributo 5,Atributo 6,Atributo 7,Atributo 8,Atributo 9,Atributo 10,Imagen
761,AMPERIMETRO T6-1000,,15899PB,T6-1000,Amperimetro t6–1000 FLUKE modelo T6-1000,Producto con Inventario con Descuento y Despacho,No,347,,,,,45,,,,,No,57,FLUKE,50,15 - Amperimetros,,,,,,,1,Unidad,,,291.018,100302,,,TDP DOMINICANA SRL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
762,LENTE INFRAROJO,,15909E,FLK-LRN/TELE2,Lente infrarrojo FLUKE modelo FLK-LRN/TELE2,Producto con Inventario con Descuento y Despacho,No,1716.83,,,,,45,,,,,No,57,FLUKE,41,15 - Electricios,,,,,,,1,Unidad,,,1386.672,100302,,,TDP DOMINICANA SRL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
763,TORRE D/LUZ 5-COLORES 110 VOL,,16042D MT4B5BL,MT4B5BL-RYGBC,Torre de luz 5-colores 110 vol AUTONICS modelo MT4B5BL-RYGBC,Producto con Inventario con Descuento y Despacho,No,49.6,,,,,45,,,,,No,21,AUTONICS,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,32.53,100302,,,AUTONICS USA INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
764,LUZ CENTELLANTE MINI ROJA 24V,,16020B MLGF-24,MLGF-24V RED,Luz Centellante mini roja 24 v AUTONICS modelo MLGF-24V RED,Producto con Inventario con Descuento y Despacho,No,25,,,,,45,,,,,No,21,AUTONICS,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,14.37,100302,,,AUTONICS USA INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
765,LUZ CENTELLA SCHEIDER ROJA,,16022HH,XVBL4B+XVBC21+ BKB4,Luz Centella scheider roja modelo XVBL4B+XVBC21+,Producto con Inventario con Descuento y Despacho,No,413.8,,,,,45,,,,,No,109,LED,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,250.79,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
766,ILUMINARIA NARANJA P/BALIZA,,16022HB,XVB-C34,Iluminaria naranja parabaliza modelo XVB-C34,Producto con Inventario con Descuento y Despacho,No,26.1,,,,,45,,,,,No,108,LIGTHING,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,18.9,100302,,,LIGHTING LSD SRL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
767,LUZ CENTEL.MINIROJA C/ALAR220,,16020E MLGF-22,MLGF-220 RED,Luz Centel.miniroja con alar220 AUTONICS modelo MLGF-220 RED,Producto con Inventario con Descuento y Despacho,No,36,,,,,45,,,,,No,21,AUTONICS,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,21.62,100302,,,AUTONICS USA INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
768,LUZ ROTATIVA  VERDE110,,16018F AVGB-GR,AVGB-110GREEN,Luz rotativa verde110 AUTONICS modelo AVGB-110GREEN,Producto con Inventario con Descuento y Despacho,No,58,,,,,45,,,,,No,21,AUTONICS,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,35.58,100302,,,AUTONICS USA INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
769,TORRE DE LUZ 24V,,16043A,PME-402-RYGB,Torre de luz 24 v modelo PME-402-RYGB,Producto con Inventario con Descuento y Despacho,No,105,,,,,45,,,,,No,107,AMERIMATIO,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,68.47,100302,,,AMERIMATION INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
770,LENTE P/LUZ AMARILLA 135MM,,16018O,LENS-AVG-Y,Lente paraluz amarilla 135mm AUTONICS modelo LENS-AVG-Y,Producto con Inventario con Descuento y Despacho,No,8,,,,,45,,,,,No,21,AUTONICS,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,4.84,100302,,,AUTONICS USA INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
771,LUZ INDICADORA MINI ROJA,,16047C 10250T3,10250T34R RED,Luz indicadora mini roja modelo 10250T34R RED,Producto con Inventario con Descuento y Despacho,No,72.24,,,,,45,,,,,No,10,PAYPAL,65,16 - Indicadores,,,,,,,1,Unidad,,,43.78,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
772,INDICADOR LED 6MM FLAT HEAD,,16025D,H06F-12R,Indicador led 6mm Flat head modelo H06F-12R,Producto con Inventario con Descuento y Despacho,No,6.36,,,,,45,,,,,No,107,AMERIMATIO,65,16 - Indicadores,,,,,,,1,Unidad,,,4.52,100302,,,AMERIMATION INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
773,BUZZER 110VAC SASSIN ALARMROJA,,16018MB,SASMS190-110VA,Buzzer 110vac sassin alarmroja modelo SASMS190-110VA,Producto con Inventario con Descuento y Despacho,No,13.41,,,,,45,,,,,No,12,NC,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,9.7125,100302,,,"NC AUTOMATIZACION Y CONTROLES, SRL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
774,CONECT. AREO MACH.60A 3P 480V,,17702,33-68043-MELC,Conect. areo mach.60 a 3 polos 480 v modelo 33-68043-MELC,Producto con Inventario con Descuento y Despacho,No,461.84,,,,,45,,,,,No,85,GALCO,69,17 - Botoneras y accesorios,,,,,,,1,Unidad,,,279.99,100302,,,GALCO INDUSTRIAL ELECTRONICS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
775,UNIDAD DE SONIDO SCHNEIDER,,16022H,XVBC9B,Unidad de sonido schneider modelo XVBC9B,Producto con Inventario con Descuento y Despacho,No,134,,,,,45,,,,,No,10,PAYPAL,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,81.17,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
776,LUZ CENTELLA SCHEIDER AMARILLA,,16022HHH,XVBL4B8+XVBC21 1BKB8,Luz Centella scheider amarilla modelo XVBL4B8+XVBC21,Producto con Inventario con Descuento y Despacho,No,413.8,,,,,45,,,,,No,110,CED,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,250.78,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
777,BORNERA PHOENIX,,17223,3046430,Bornera phoenix modelo 3046430,Producto con Inventario con Descuento y Despacho,No,22,,,,,45,,,,,No,82,MOUSER,70,17 - Borneras,,,,,,,1,Unidad,,,13.09,100302,,,MOUSER ELECTRONICS,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
778,LUZ LED ROJA 86mm 90-240 VAC,,16018S,MW86T-RFF-R-S3,Luz led roja 86mm 90–240 vac modelo MW86T-RFF-R-S3,Producto con Inventario con Descuento y Despacho,No,125,,,,,45,,,,,No,107,AMERIMATIO,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,75.75,100302,,,AMERIMATION INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
779,LUZ CENTELLANTE MINI ROJA 120v,,16020A,LP3M-120R,Luz Centellante mini roja 120 v modelo LP3M-120R,Producto con Inventario con Descuento y Despacho,No,196,,,,,45,,,,,No,10,PAYPAL,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,118.29,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
780,BLOCK LED BLANCO 110-220V SCHN,,17164,ZBV-G1,Block led blanco 110–220 v schn modelo ZBV-G1,Producto con Inventario con Descuento y Despacho,No,69,,,,,45,,,,,No,10,PAYPAL,69,17 - Botoneras y accesorios,,,,,,,1,Unidad,,,30.9,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
781,LUZ ROTAT.ROJA 220V,,16018GG,AVG-20-Y,Luz rotat.roja 220 v AUTONICS modelo AVG-20-Y,Producto con Inventario con Descuento y Despacho,No,57,,,,,45,,,,,No,21,AUTONICS,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,34.3,100302,,,AUTONICS USA INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
782,PULSADOR EMERG 30MM ROJO,,17039,CR-307-1,Pulsador emerg 30mm rojo modelo CR-307-1,Producto con Inventario con Descuento y Despacho,No,32,,,,,45,,,,,No,88,VZ,68,17 - Push buttons,,,,,,,1,Unidad,,,21.063,100302,,,"VZ CONTROLES INDUSTRIALES, CXA.",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
783,TERMINAL BLOCK 2097-TB1- ABRAD,,17201,2097-TB1,Terminal block 2097-tb1- abrad modelo 2097-TB1,Producto con Inventario con Descuento y Despacho,No,112,,,,,45,,,,,No,101,ALLEN BRAD,70,17 - Borneras,,,,,,,1,Unidad,,,67.73,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
784,ILUMINARIA ROJA P/BALIZA,,16022HA,XVB-C35,Iluminaria roja parabaliza modelo XVB-C35,Producto con Inventario con Descuento y Despacho,No,26.1,,,,,45,,,,,No,108,LIGTHING,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,18.9,100302,,,LIGHTING LSD SRL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
785,BOMBILLO  400 WAT,,16023B,BMH400SH,Bombillo 400 wat modelo BMH400SH,Producto con Inventario con Descuento y Despacho,No,20.28,,,,,45,,,,,No,111,MUNDO ELEC,64,16 - Bombillos,,,,,,,1,Unidad,,,13.314,100302,,,MUNDO ELECTRICO R & R S R L,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
786,CARCASA DE LUZ AB 855E-24DN7,,16044A,855E-24DN7,Carcasa de luz ab 855e-24dn7 modelo 855E-24DN7,Producto con Inventario con Descuento y Despacho,No,85,,,,,45,,,,,No,112,AB,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,41.32,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
787,CAJA PLASTICA 2 HUECO 22MM,,17001 KH-701,SASHJ9-2,Caja plastica 2 hueco 22mm modelo SASHJ9-2,Producto con Inventario con Descuento y Despacho,No,2,,,,,45,,,,,No,12,NC,67,17 - Cajas,,,,,,,1,Unidad,,,1.3755,100302,,,"NC AUTOMATIZACION Y CONTROLES, SRL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
788,PREVENTA PARO EMERGENCIA-230,,17040,XPSAK371144,Preventa paro emergencia-230 modelo XPSAK371144,Producto con Inventario con Descuento y Despacho,No,395.6,,,,,45,,,,,No,12,NC,69,17 - Botoneras y accesorios,,,,,,,1,Unidad,,,286.4715,100302,,,"NC AUTOMATIZACION Y CONTROLES, SRL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
789,LUZ ROTATIVA C/ALARMA AMARILLA,,16018GY,AVGB-10-Y,Luz rotativa con alarma amarilla AUTONICS modelo AVGB-10-Y,Producto con Inventario con Descuento y Despacho,No,75,,,,,45,,,,,No,21,AUTONICS,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,43.49,100302,,,AUTONICS USA INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
790,LUZ CENTEL.ROJA S/ALAR MINI110,,16020D MLGF-11,MLGF-110 RED,Luz Centel.roja s/alar mini110 AUTONICS modelo MLGF-110 RED,Producto con Inventario con Descuento y Despacho,No,36,,,,,45,,,,,No,21,AUTONICS,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,21.87,100302,,,AUTONICS USA INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
791,CENTELLA MS86 90-240VAC RED,,16042AC,MS86T-BFF-R,Centella ms86 90–240vac reducción modelo MS86T-BFF-R,Producto con Inventario con Descuento y Despacho,No,131,,,,,45,,,,,No,107,AMERIMATIO,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,87.85,100302,,,AMERIMATION INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
792,BLOCK CONTAC EXTEND NO 110VAC,,17162,SA-CAM,Block Contac extend no 110vac AUTONICS modelo SA-CAM,Producto con Inventario con Descuento y Despacho,No,2,,,,,45,,,,,No,21,AUTONICS,69,17 - Botoneras y accesorios,,,,,,,1,Unidad,,,1.12,100302,,,AUTONICS USA INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
793,BORNERA TRIPLE 2.5MM GRI KLEMS,,17217,PUK 3  324109,Bornera triple 2.5mm gri klems modelo PUK 3 324109,Producto con Inventario con Descuento y Despacho,No,3,,,,,45,,,,,No,113,KLEMSAN,70,17 - Borneras,,,,,,,1,Unidad,,,1.38,100302,,,VIT INGENIERIA,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
794,CAJA P/PULSADOR 22MM 2 HUECO,,17003,SA-SB2,Caja parapulsador 22mm 2 hueco AUTONICS modelo SA-SB2,Producto con Inventario con Descuento y Despacho,No,14,,,,,45,,,,,No,21,AUTONICS,67,17 - Cajas,,,,,,,1,Unidad,,,8.03,100302,,,AUTONICS USA INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
795,"CABLE 20"" X 22 AWG BR 110 CONN",,16043B,LTC-0500,Cable 20? x 22 awg br 110 Conn modelo LTC-0500,Producto con Inventario con Descuento y Despacho,No,1.99,,,,,45,,,,,No,107,AMERIMATIO,66,16 - Cables,,,,,,,1,Unidad,,,1.21,100302,,,AMERIMATION INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
796,CORNETA DE SEÑAL DE PROCESOS,,16018N,32013 NR640,Corneta de señal de procesos modelo 32013,Producto con Inventario con Descuento y Despacho,No,692.18,,,,,45,,,,,No,106,GROTHE,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,419.5,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
797,LUZ CENTELLANTE ROJA MINI 220,,16022E MLGF-22,MLGF-22,Luz Centellante roja mini 220 AUTONICS modelo MLGF-22,Producto con Inventario con Descuento y Despacho,No,7.62,,,,,45,,,,,No,21,AUTONICS,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,7.392,100302,,,AUTONICS USA INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
798,ALARMA DE SEÑAL FEDERAL SIGNAL,,16018M 350-120,350-120-30,Alarma de señal Federal signal modelo 350-120-30,Producto con Inventario con Descuento y Despacho,No,218.73,,,,,45,,,,,No,105,RADWELL,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,124.99,100302,,,RADWELL INTERNATIONAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
799,TOMAC P/ EXTENSIO 110V C/TIERR,,17000D,,Tomac para extensio 110 v con tierr,Producto con Inventario con Descuento y Despacho,No,5.29,,,,,45,,,,,No,103,P&C,69,17 - Botoneras y accesorios,,,,,,,1,Unidad,,,4.2756,100302,,,"P & C TODO ELECTRICOS, SRL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
800,LUZ ROTAT. C/ALARMA AMAR 220,,16018FE AVGB-G,AVGB-20-Y,Luz rotat. con alarma amar 220 AUTONICS modelo AVGB-20-Y,Producto con Inventario con Descuento y Despacho,No,63.72,,,,,45,,,,,No,21,AUTONICS,63,16 - Luces y accesorios,,,,,,,1,Unidad,,,35.58,100302,,,AUTONICS USA INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
801,BASE P/RELAY DE 08 SPADINES,,15009BB,PG-08,Base pararelay de 08 spadines AUTONICS modelo PG-08,Producto con Inventario con Descuento y Despacho,No,2.5,,,,,45,,,,,No,21,AUTONICS,71,17 - Relays,,,,,,,1,Unidad,,,1.49,100302,,,AUTONICS USA INC,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
802,REGLETA CONEXION 12 PTOS 15A,,17213,TB-1512,Regleta Conexion 12 ptos 15 a modelo TB-1512,Producto con Inventario con Descuento y Despacho,No,2,,,,,45,,,,,No,12,NC,69,17 - Botoneras y accesorios,,,,,,,1,Unidad,,,1.302,100302,,,"NC AUTOMATIZACION Y CONTROLES, SRL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
803,PUSH BOTON STOP ROJO,,17017F XB4-BA,XB4-BA42,Push boton stop rojo modelo XB4-BA42,Producto con Inventario con Descuento y Despacho,No,11.41,,,,,45,,,,,No,12,NC,68,17 - Push buttons,,,,,,,1,Unidad,,,9.219,100302,,,"NC AUTOMATIZACION Y CONTROLES, SRL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
804,PULSADOR MINI 16MM,,17015AAD,,Pulsador mini 16mm,Producto con Inventario con Descuento y Despacho,No,2.61,,,,,45,,,,,No,70,COMPONENTE,68,17 - Push buttons,,,,,,,1,Unidad,,,1.89,100302,,,"R&M COMPONENTES INDUSTRIALES, SRL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
805,SELECTOR 2-POS C/RETORNO 22MM,,17019AAB XB4BD,XB4BD41,Selector 2-pos con retorno 22mm modelo XB4BD41,Producto con Inventario con Descuento y Despacho,No,20,,,,,45,,,,,No,12,NC,72,17 - Selectores,,,,,,,1,Unidad,,,14.364,100302,,,"NC AUTOMATIZACION Y CONTROLES, SRL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
806,CABEZAL PULSADOR VERDE TELEMEC,,17008B,,Cabezal pulsador verde telemec,Producto con Inventario con Descuento y Despacho,No,16.76,,,,,45,,,,,No,10,PAYPAL,68,17 - Push buttons,,,,,,,1,Unidad,,,10.059,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
807,CONTACTO AUX. FRONT 1NA-1C,,17015UB,HAE11,Contacto aux. Front 1na-1c modelo HAE11,Producto con Inventario con Descuento y Despacho,No,2.4,,,,,45,,,,,No,12,NC,69,17 - Botoneras y accesorios,,,,,,,1,Unidad,,,1.7745,100302,,,"NC AUTOMATIZACION Y CONTROLES, SRL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
808,"PUSH BOTON EMERGENC,30mm,rojo",,17020 PR30E-1,PR30E-1,"Push boton emergenc,30mm,rojo modelo PR30E-1",Producto con Inventario con Descuento y Despacho,No,3.88,,,,,45,,,,,No,,,68,17 - Push buttons,,,,,,,1,Unidad,,,2.688,100302,,,,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
809,MAIN SWITCH T103/17,,17016AD,KG32B,Switch Main switch t103/17 modelo KG32B,Producto con Inventario con Descuento y Despacho,No,308.88,,,,,45,,,,,No,115,KRAUS NAIM,73,17 - Switches,,,,,,,1,Unidad,,,187.2,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
810,SELECTOR 3-POS C/LUZ VERDE,,17016B P9MSLZ0,P9MSLZ0V,Selector 3-pos con luz verde modelo P9MSLZ0V,Producto con Inventario con Descuento y Despacho,No,13,,,,,45,,,,,No,86,G.E,72,17 - Selectores,,,,,,,1,Unidad,,,8.39,100302,,,General Electric Company,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
811,CABEZAL SELECTOR ZB4 BA3,,17007C,ZB4 BA3,Cabezal selector zb4 ba3 modelo ZB4 BA3,Producto con Inventario con Descuento y Despacho,No,14.45,,,,,45,,,,,No,84,SCHNEIDER,72,17 - Selectores,,,,,,,1,Unidad,,,8.26,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
812,CONTACTO P/TORRE LUZ  1NO+1NC,,17015W,PRSL0505PI,Contacto paratorre luz 1no+1nc modelo PRSL0505PI,Producto con Inventario con Descuento y Despacho,No,74.91,,,,,45,,,,,No,114,IND POWER,69,17 - Botoneras y accesorios,,,,,,,1,Unidad,,,45.4,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
813,PUSH-BUTTON-STOP ROJO,,17019AAD XB4BA,XB4BA42,Push-button-stop rojo modelo XB4BA42,Producto con Inventario con Descuento y Despacho,No,9,,,,,45,,,,,No,22,TECNI ELEC,69,17 - Botoneras y accesorios,,,,,,,1,Unidad,,,6.22,100302,,,"TECNI ELECTRIC, SRL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
814,PULSADOR EMERGENCIA ROJO,,17014BA,XB2BS542C,Pulsador emergencia rojo modelo XB2BS542C,Producto con Inventario con Descuento y Despacho,No,8.62,,,,,45,,,,,No,10,PAYPAL,68,17 - Push buttons,,,,,,,1,Unidad,,,5.23,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
815,CONTACTO AUX.TELEMECANIQUE  NO,,17015TA ZBE-10,ZBE-101,Contacto aux.telemecanique no modelo ZBE-101,Producto con Inventario con Descuento y Despacho,No,6.77,,,,,45,,,,,No,12,NC,69,17 - Botoneras y accesorios,,,,,,,1,Unidad,,,3.87,100302,,,"NC AUTOMATIZACION Y CONTROLES, SRL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
816,PUSH BOTON C/LUZ PILOTO ROJO,,17019ACA,XB4BW34B5,Push boton con luz piloto rojo modelo XB4BW34B5,Producto con Inventario con Descuento y Despacho,No,13.61,,,,,45,,,,,No,10,PAYPAL,68,17 - Push buttons,,,,,,,1,Unidad,,,7.78,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
817,CABEZAL P/SELECTOR ILUMINADO,,17019BD,ZB4BK1563,Cabezal paraselector iluminado modelo ZB4BK1563,Producto con Inventario con Descuento y Despacho,No,24.43,,,,,45,,,,,No,80,CONTROL,72,17 - Selectores,,,,,,,1,Unidad,,,17.6925,100302,,,CONTROL ENGINEERING,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
818,CONTACTO RESP. NO P/PULS.,,17015UA,DELAY5BE101,Contacto resp. no parapuls. modelo DELAY5BE101,Producto con Inventario con Descuento y Despacho,No,0.96,,,,,45,,,,,No,12,NC,69,17 - Botoneras y accesorios,,,,,,,1,Unidad,,,0.693,100302,,,"NC AUTOMATIZACION Y CONTROLES, SRL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
819,SELECTOR DECONECTIVO EATON,,17001F,P1-25/EA/SVB,Selector deconectivo eaton modelo P1-25/EA/SVB,Producto con Inventario con Descuento y Despacho,No,88,,,,,45,,,,,No,10,PAYPAL,72,17 - Selectores,,,,,,,1,Unidad,,,51.03,100302,,,PAYPAL,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
820,CAJA 1 HUECO 22MM SASSIN,,17001ABB,SAHSJ9-1,Caja 1 hueco 22mm sassin modelo SAHSJ9-1,Producto con Inventario con Descuento y Despacho,No,1.6,,,,,45,,,,,No,12,NC,67,17 - Cajas,,,,,,,1,Unidad,,,1.155,100302,,,"NC AUTOMATIZACION Y CONTROLES, SRL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
821,CUERPO C/1NA P/SELECTOR,,17007AA,ZB4BZ101,Cuerpo con 1na paraselector modelo ZB4BZ101,Producto con Inventario con Descuento y Despacho,No,6.28,,,,,45,,,,,No,80,CONTROL,72,17 - Selectores,,,,,,,1,Unidad,,,4.5045,100302,,,CONTROL ENGINEERING,Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
822,CAJA 6 HUECO 22MM SASSIN,,17001CCC CAJA,SASHJ9-6,Caja 6 hueco 22mm sassin modelo SASHJ9-6,Producto con Inventario con Descuento y Despacho,No,5.85,,,,,45,,,,,No,12,NC,67,17 - Cajas,,,,,,,1,Unidad,,,4.725,100302,,,"NC AUTOMATIZACION Y CONTROLES, SRL",Activo,01 - Ingresos por Operaciones (No Financieros),,,,60,lfeliz,4/11/2025,,,,,,,,,,,,,
